"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ATP6V0B",1.44279590117689e-72,1.54447542967358,0.651,0.268,1.97865029887399e-68,"1","ATP6V0B"
"CCL3",8.07733345794419e-71,1.99729149713581,0.389,0.085,1.10772551042247e-66,"1","CCL3"
"ARPC3",1.33086872851868e-70,0.868666057298664,0.944,0.789,1.82515337429052e-66,"1","ARPC3"
"IL1B",1.58966539545958e-70,1.59081069524804,0.274,0.036,2.18006712333327e-66,"1","IL1B"
"C19orf38",2.65417334272433e-68,1.20880751386874,0.32,0.056,3.63993332221215e-64,"1","C19orf38"
"BLVRA",4.7738308084665e-68,1.57459653611329,0.455,0.126,6.54683157073095e-64,"1","BLVRA"
"ATP5G2",6.22814992917824e-68,0.876487530224179,0.933,0.798,8.54128481287504e-64,"1","ATP5G2"
"MSRB1",5.60462347407223e-67,1.11550097410805,0.326,0.059,7.68618063234265e-63,"1","MSRB1"
"HLA-DRB1",6.78197825605592e-67,0.923030290131071,0.832,0.377,9.30080498035508e-63,"1","HLA-DRB1"
"CTSZ",3.13385936092933e-66,1.1057191680885,0.333,0.064,4.29777472757848e-62,"1","CTSZ"
"S100A10",2.51862311326667e-65,1.16617858796444,0.844,0.597,3.45403973753392e-61,"1","S100A10"
"LINC00936",3.90183104411925e-65,1.62215741331174,0.572,0.215,5.35097109390514e-61,"1","LINC00936"
"FGR",1.17570696676092e-64,1.09393181309745,0.501,0.153,1.61236453421592e-60,"1","FGR"
"PRELID1",4.07244847617434e-62,1.21524296706116,0.748,0.408,5.58495584022549e-58,"1","PRELID1"
"PGD",1.90094162934921e-61,1.14820514545036,0.333,0.07,2.6069513504895e-57,"1","PGD"
"HCK",1.84089636007094e-60,1.0346831166938,0.393,0.096,2.52460526820128e-56,"1","HCK"
"MAFB",4.8793106187329e-60,1.36226933551869,0.293,0.055,6.6914865825303e-56,"1","MAFB"
"CTSD",5.25049510651772e-60,1.25638614515787,0.516,0.181,7.2005289890784e-56,"1","CTSD"
"FGL2",6.36597481945422e-60,1.46020339755921,0.347,0.077,8.73029786739952e-56,"1","FGL2"
"MPEG1",1.49000486537602e-59,1.14810733525946,0.314,0.063,2.04339267237668e-55,"1","MPEG1"
"MT-ND1",2.52744973373607e-59,0.687707457815713,0.979,0.939,3.46614456484565e-55,"1","MT-ND1"
"SERF2",2.95645562687829e-59,0.804710213413349,0.956,0.834,4.05448324670088e-55,"1","SERF2"
"NFKBIA",4.25903666262532e-59,1.29381595267624,0.721,0.397,5.84084287912436e-55,"1","NFKBIA"
"SCO2",4.87120631754316e-58,1.11453804879508,0.356,0.084,6.68037234387869e-54,"1","SCO2"
"SLC11A1",7.813651734788e-58,1.04525054796079,0.277,0.049,1.07156419890883e-53,"1","SLC11A1"
"EIF4EBP1",1.3431742411454e-57,1.0523584015378,0.337,0.076,1.8420291543068e-53,"1","EIF4EBP1"
"TIMP1",1.39200372770725e-57,0.98713394890998,0.632,0.261,1.90899391217773e-53,"1","TIMP1"
"FCGR2A",8.93827259552739e-57,1.29175795573692,0.264,0.045,1.22579470375063e-52,"1","FCGR2A"
"APLP2",4.09283256879522e-56,1.16164223306561,0.405,0.113,5.61291058484576e-52,"1","APLP2"
"PILRA",5.09296460624055e-56,0.944843204750552,0.328,0.071,6.98449166099829e-52,"1","PILRA"
"HLA-DRB5",5.27421358145554e-56,0.917896943058305,0.678,0.279,7.23305650560813e-52,"1","HLA-DRB5"
"ACTB",1.10358848173623e-55,0.522721872050878,0.998,0.992,1.51346124385306e-51,"1","ACTB"
"C20orf24",1.91853926052794e-55,1.181188896578,0.582,0.249,2.63108474188802e-51,"1","C20orf24"
"CNPY3",2.54738767623167e-55,1.28964626791463,0.553,0.218,3.49348745918411e-51,"1","CNPY3"
"RNASE6",8.79658278325234e-54,1.00559245960997,0.295,0.058,1.20636336289523e-49,"1","RNASE6"
"TBXAS1",1.21827729172338e-53,0.982617658664142,0.318,0.071,1.67074547786944e-49,"1","TBXAS1"
"EIF4A1",1.40324201040874e-52,0.942544615209723,0.84,0.65,1.92440609307455e-48,"1","EIF4A1"
"PFDN5",1.65461043647147e-52,0.686499762801048,0.983,0.911,2.26913275257697e-48,"1","PFDN5"
"HLA-DMA",1.7669349473977e-52,0.994890898143333,0.553,0.202,2.42317458686121e-48,"1","HLA-DMA"
"FKBP1A",1.89148063908749e-52,1.01371774239573,0.723,0.408,2.59397654844459e-48,"1","FKBP1A"
"TMSB4X",2.01456962495699e-51,0.405388433713305,1,1,2.76278078366602e-47,"1","TMSB4X"
"STXBP2",2.19550072627819e-50,1.12686313896887,0.499,0.188,3.0109096960179e-46,"1","STXBP2"
"C5AR1",1.79241493416764e-49,1.23764304436692,0.277,0.059,2.4581178407175e-45,"1","C5AR1"
"IFNGR2",2.37800880697321e-49,1.19303895939096,0.376,0.108,3.26120127788306e-45,"1","IFNGR2"
"C4orf48",7.19486311904437e-49,1.10286486503695,0.372,0.112,9.86703528145745e-45,"1","C4orf48"
"PGLS",1.67819073523249e-48,1.01473375825366,0.559,0.24,2.30147077429783e-44,"1","PGLS"
"AMICA1",3.32809628644383e-48,1.02674727426452,0.52,0.206,4.56415124722907e-44,"1","AMICA1"
"GCA",8.97134875889908e-48,0.975700799846401,0.328,0.087,1.23033076879542e-43,"1","GCA"
"SERPINB1",1.35709841784927e-47,1.23156088902582,0.62,0.309,1.86112477023849e-43,"1","SERPINB1"
"ISG15",1.7544204806554e-46,1.16618313768938,0.692,0.394,2.40601224717082e-42,"1","ISG15"
"FOSB",2.61306347086023e-46,1.03673478375342,0.717,0.437,3.58355524393772e-42,"1","FOSB"
"LAMTOR4",2.77872539928017e-46,0.924154331729504,0.765,0.466,3.81074401257283e-42,"1","LAMTOR4"
"ASAH1",5.80330099813459e-46,1.04952664250716,0.495,0.191,7.95864698884178e-42,"1","ASAH1"
"ALDOA",5.76615447340292e-45,0.830831048132754,0.844,0.677,7.90770424482477e-41,"1","ALDOA"
"CYBB",4.93427113876821e-44,0.987345290240711,0.283,0.069,6.76685943970672e-40,"1","CYBB"
"MT-CO1",2.021422605639e-43,0.465542165196656,0.996,0.994,2.77217896137333e-39,"1","MT-CO1"
"CPPED1",3.78136662542853e-43,0.889008991097918,0.274,0.065,5.18576619011269e-39,"1","CPPED1"
"H2AFY",4.24196353094084e-43,1.38246240655533,0.534,0.245,5.81742878633227e-39,"1","H2AFY"
"GLRX",7.59104184909513e-43,1.10775942854577,0.626,0.32,1.04103547918491e-38,"1","GLRX"
"LGALS9",2.84855448653705e-42,0.927120810781668,0.387,0.128,3.90650762283691e-38,"1","LGALS9"
"ATP6V1F",5.77673356804558e-42,1.16915312592475,0.615,0.319,7.92221241521771e-38,"1","ATP6V1F"
"VAMP8",5.01278927311238e-41,0.73762755686288,0.715,0.462,6.87453920914631e-37,"1","VAMP8"
"LRRC25",1.2725084448293e-40,0.820686277312764,0.27,0.066,1.7451180812389e-36,"1","LRRC25"
"TCEB2",1.2904342967341e-40,0.965080864996291,0.719,0.436,1.76970159454115e-36,"1","TCEB2"
"HLA-DPA1",2.35809488275276e-40,0.764677623950475,0.763,0.433,3.23389132220714e-36,"1","HLA-DPA1"
"JUND",2.75732050873377e-40,1.33136092446674,0.345,0.111,3.78138934567749e-36,"1","JUND"
"NCF1",3.37311988343931e-40,1.09029686580983,0.368,0.121,4.62589660814867e-36,"1","NCF1"
"C10orf54",1.93160395574247e-39,0.905285931350887,0.601,0.322,2.64900166490523e-35,"1","C10orf54"
"RP11-290F20.3",3.38880376276436e-39,0.795050721332274,0.291,0.076,4.64740548025504e-35,"1","RP11-290F20.3"
"SAT2",4.27394606856482e-39,1.17554573739625,0.37,0.127,5.8612896384298e-35,"1","SAT2"
"GLIPR2",1.2053532872294e-37,0.937528716581166,0.443,0.176,1.6530214981064e-33,"1","GLIPR2"
"FAM26F",2.29680366383147e-37,0.858903245890275,0.457,0.178,3.14983654457848e-33,"1","FAM26F"
"MIR24-2",2.54687399823453e-37,0.995163668006081,0.272,0.075,3.49278300117883e-33,"1","MIR24-2"
"BID",3.64548925143689e-37,0.931609521108737,0.422,0.159,4.99942395942056e-33,"1","BID"
"MYL6",3.68383894299771e-37,0.640588514556682,0.942,0.833,5.05201672642706e-33,"1","MYL6"
"TMEM205",4.18181966732874e-37,0.967574490085419,0.279,0.076,5.73494749177464e-33,"1","TMEM205"
"RHOB",1.18086617876562e-36,1.07264176465012,0.299,0.092,1.61943987755917e-32,"1","RHOB"
"LAMTOR1",1.11153181911261e-35,0.729534388404524,0.574,0.293,1.52435473673104e-31,"1","LAMTOR1"
"CLTA",3.39376835628974e-35,0.888037139496962,0.516,0.242,4.65421392381576e-31,"1","CLTA"
"HLA-DPB1",5.19602385655259e-35,0.584422551477278,0.761,0.465,7.12582711687622e-31,"1","HLA-DPB1"
"GSTO1",9.0321745437923e-35,0.881945923757131,0.505,0.245,1.23867241693568e-30,"1","GSTO1"
"LY6E",2.30868673405011e-34,0.731153795121141,0.827,0.633,3.16613298707632e-30,"1","LY6E"
"GNAI2",4.68248944264342e-34,0.961280157534935,0.428,0.186,6.42156602164119e-30,"1","GNAI2"
"RHOG",9.86825728743754e-34,0.961063339797908,0.622,0.339,1.35333280439918e-29,"1","RHOG"
"ANXA5",1.31770097765202e-33,0.913618990196101,0.528,0.259,1.80709512075198e-29,"1","ANXA5"
"CARD16",1.34647863912134e-33,0.872761921695832,0.505,0.238,1.846560805691e-29,"1","CARD16"
"ZFP36",4.68112990168913e-33,0.731717259217635,0.85,0.674,6.41970154717647e-29,"1","ZFP36"
"DYNLT1",4.70853318059849e-33,0.844717063811881,0.385,0.149,6.45728240387277e-29,"1","DYNLT1"
"TPI1",7.63740374610278e-33,0.779208263049254,0.715,0.462,1.04739354974053e-28,"1","TPI1"
"BNIP3L",1.33762471319798e-32,0.91308666123989,0.347,0.127,1.83441853167972e-28,"1","BNIP3L"
"SCPEP1",7.58740217396105e-32,1.01016586202201,0.304,0.1,1.04053633413702e-27,"1","SCPEP1"
"CECR1",9.71531544240477e-32,0.732613985956082,0.258,0.075,1.33235835977139e-27,"1","CECR1"
"GPX4",1.23183864648054e-31,0.828259829401244,0.732,0.503,1.68934351978341e-27,"1","GPX4"
"CD63",2.2608284741241e-31,0.790034907532675,0.561,0.297,3.10050016941379e-27,"1","CD63"
"EFHD2",2.68882132531734e-31,0.852208324581021,0.383,0.152,3.6874495655402e-27,"1","EFHD2"
"C20orf27",3.93750402855746e-31,1.02298754791941,0.287,0.094,5.3998930247637e-27,"1","C20orf27"
"ATP6V0D1",1.81405539907078e-29,0.836335866021943,0.345,0.135,2.48779557428567e-25,"1","ATP6V0D1"
"SOD2",8.73391302544672e-28,0.938549976387718,0.378,0.164,1.19776883230976e-23,"1","SOD2"
"SERP1",5.17475425305863e-27,0.601544976202894,0.744,0.511,7.09665798264461e-23,"1","SERP1"
"COMT",8.01767743280776e-27,0.78964603803497,0.314,0.121,1.09954428313526e-22,"1","COMT"
"NOP10",8.73303244312067e-27,0.874605167952766,0.489,0.253,1.19764806924957e-22,"1","NOP10"
"TIMM13",1.19986365699426e-26,0.759024228358111,0.385,0.17,1.64549301920192e-22,"1","TIMM13"
"NDUFS7",1.20963854746732e-26,0.871988514312347,0.486,0.25,1.65889830399668e-22,"1","NDUFS7"
"GLUL",1.34246567988299e-26,0.798083150463555,0.262,0.091,1.84105743339153e-22,"1","GLUL"
"ARRB2",1.85067729596068e-26,1.09355020126568,0.445,0.216,2.53801884368048e-22,"1","ARRB2"
"ATOX1",1.93042738109633e-26,0.724829739032447,0.258,0.086,2.64738811043551e-22,"1","ATOX1"
"THEMIS2",2.6513248886977e-26,0.781755821174365,0.256,0.086,3.63602695236003e-22,"1","THEMIS2"
"SUPT4H1",5.90607260471158e-26,0.811951903546739,0.474,0.248,8.09958797010146e-22,"1","SUPT4H1"
"CLIC1",1.04706188187405e-25,0.506606516773689,0.811,0.608,1.43594066480207e-21,"1","CLIC1"
"LAMTOR2",1.32800107253773e-25,0.762523599167537,0.397,0.185,1.82122067087824e-21,"1","LAMTOR2"
"SLC25A5",2.13742704854795e-25,0.84385729266448,0.69,0.469,2.93126745437867e-21,"1","SLC25A5"
"COX6B1",3.75711430413426e-25,0.654511818452487,0.742,0.539,5.15250655668972e-21,"1","COX6B1"
"NAGK",7.30772114567172e-25,0.796568313127477,0.26,0.094,1.00218087791742e-20,"1","NAGK"
"H3F3A",1.31665782292842e-24,0.707890124885033,0.58,0.342,1.80566453836404e-20,"1","H3F3A"
"ARPC2",1.42893296633691e-24,0.490442851795083,0.892,0.782,1.95963867003444e-20,"1","ARPC2"
"CSTB",2.46070978397277e-24,0.742687006839822,0.559,0.329,3.37461739774026e-20,"1","CSTB"
"ZYX",2.95790866775304e-24,0.63164284054493,0.299,0.117,4.05647594695652e-20,"1","ZYX"
"NDUFA11",3.67873585285813e-24,0.717351098591965,0.599,0.372,5.04501834860964e-20,"1","NDUFA11"
"MS4A7",3.88161364365029e-24,0.491653164275229,0.258,0.087,5.323244950902e-20,"1","MS4A7"
"WDR83OS",5.18551001511447e-24,0.681583221412424,0.53,0.306,7.11140843472799e-20,"1","WDR83OS"
"BST2",6.56656869354398e-24,0.7527428928372,0.638,0.407,9.00539230632621e-20,"1","BST2"
"SAMHD1",8.57469857423163e-24,0.931761645254189,0.41,0.206,1.17593416247013e-19,"1","SAMHD1"
"HSBP1",1.78162450287202e-23,0.703000957403128,0.314,0.128,2.44331984323868e-19,"1","HSBP1"
"MT2A",2.89230932848613e-23,0.745796871395414,0.499,0.277,3.96651301308588e-19,"1","MT2A"
"BRK1",4.53197051444922e-23,0.554522261847916,0.723,0.515,6.21514436351567e-19,"1","BRK1"
"OAZ2",7.35127756165181e-23,0.804246982457295,0.316,0.129,1.00815420480493e-18,"1","OAZ2"
"NINJ1",2.00612718506675e-22,0.707484243804159,0.301,0.123,2.75120282160054e-18,"1","NINJ1"
"POLE4",2.68435106313585e-22,0.732895173168574,0.343,0.157,3.68131904798451e-18,"1","POLE4"
"TNFSF10",2.39609139203555e-21,0.796911966881746,0.376,0.181,3.28599973503756e-17,"1","TNFSF10"
"WARS",2.73549869348825e-21,0.744296792108147,0.268,0.107,3.75146290824979e-17,"1","WARS"
"NAPRT1",3.17386734170859e-21,0.883752780487321,0.252,0.097,4.35264167241916e-17,"1","NAPRT1"
"ATP5D",9.65367467595893e-21,0.55426826139332,0.696,0.51,1.32390494506101e-16,"1","ATP5D"
"COX8A",1.89633547210081e-20,0.667914666311546,0.557,0.349,2.60063446643905e-16,"1","COX8A"
"HLA-DMB",4.49946778050866e-20,0.46810530453372,0.335,0.147,6.17057011418957e-16,"1","HLA-DMB"
"PKM",5.12286065699613e-20,0.606418013661698,0.599,0.387,7.02549110500449e-16,"1","PKM"
"ITGB2",8.23061985150447e-20,0.5183629666053,0.649,0.432,1.12874720643532e-15,"1","ITGB2"
"GLIPR1",1.57878204125637e-19,0.644474266143201,0.358,0.174,2.16514169137899e-15,"1","GLIPR1"
"CAPNS1",2.00016955610034e-19,0.625761764936991,0.252,0.102,2.743032529236e-15,"1","CAPNS1"
"RHOA",3.84906480012051e-19,0.54332067353588,0.703,0.537,5.27860746688527e-15,"1","RHOA"
"PFN1",4.27546885600485e-19,0.307908679191984,0.963,0.942,5.86337798912506e-15,"1","PFN1"
"SLC25A6",1.04182619045595e-18,0.457287409325176,0.884,0.822,1.42876043759129e-14,"1","SLC25A6"
"HIGD2A",1.31203126851461e-18,0.646513855381046,0.647,0.461,1.79931968164094e-14,"1","HIGD2A"
"RILPL2",1.58326465803418e-18,0.863327040605735,0.328,0.16,2.17128915202807e-14,"1","RILPL2"
"POU2F2",2.05510460034605e-18,0.690532507406537,0.289,0.131,2.81837044891457e-14,"1","POU2F2"
"CASP1",2.16188374863156e-18,0.682998150117389,0.43,0.236,2.96480737287331e-14,"1","CASP1"
"EMP3",3.41801910285384e-18,0.591328403101465,0.83,0.713,4.68747139765375e-14,"1","EMP3"
"POLR2L",5.05965662587748e-18,0.652339069906039,0.52,0.323,6.93881309672837e-14,"1","POLR2L"
"SDCBP",5.2982303952271e-18,0.648832885937152,0.397,0.21,7.26599316401445e-14,"1","SDCBP"
"RNH1",6.34825806905382e-18,0.611769719286509,0.466,0.273,8.70600111590041e-14,"1","RNH1"
"TNFRSF1B",3.01887830040224e-17,0.896154176036239,0.262,0.116,4.14008970117164e-13,"1","TNFRSF1B"
"SERPINB6",9.41100578444418e-17,0.605339707416659,0.326,0.165,1.29062533327867e-12,"1","SERPINB6"
"TMEM219",1.13081967870049e-16,0.749779277853754,0.422,0.243,1.55080610736985e-12,"1","TMEM219"
"H3F3B",1.71583576587293e-16,0.455522325221317,0.992,0.955,2.35309716931814e-12,"1","H3F3B"
"NDUFB1",1.72160040459549e-16,0.617945554449947,0.308,0.15,2.36100279486226e-12,"1","NDUFB1"
"SPG21",2.05716044684197e-16,0.639613854727759,0.306,0.147,2.82118983679908e-12,"1","SPG21"
"UQCRFS1",2.35547000660376e-16,0.582394125174726,0.439,0.255,3.2302915670564e-12,"1","UQCRFS1"
"STX10",4.22705555588305e-16,0.708664220056154,0.264,0.121,5.79698398933801e-12,"1","STX10"
"NDUFS6",6.37034119355609e-16,0.576276015904265,0.368,0.2,8.73628591284282e-12,"1","NDUFS6"
"UQCR11.1",6.44586784870356e-16,0.609214568804938,0.701,0.539,8.83986316771206e-12,"1","UQCR11.1"
"SEC11A",7.24516151723587e-16,0.71241190039038,0.48,0.297,9.93601450473727e-12,"1","SEC11A"
"ATG3",7.83135431011091e-16,0.53992571025878,0.345,0.183,1.07399193008861e-11,"1","ATG3"
"PLSCR1",8.40440306536495e-16,0.633113337424581,0.256,0.115,1.15257983638415e-11,"1","PLSCR1"
"GRB2",2.04070199379917e-15,0.502453074225622,0.31,0.157,2.79861871429618e-11,"1","GRB2"
"COX4I1",2.11571528819028e-15,0.397905271228015,0.938,0.897,2.90149194622415e-11,"1","COX4I1"
"LAP3",5.07582356990631e-15,0.595447570646506,0.268,0.13,6.96098444376952e-11,"1","LAP3"
"PSMB3",8.75212656859538e-15,0.544396388192353,0.524,0.351,1.20026663761717e-10,"1","PSMB3"
"UBA52",1.07625421756748e-14,0.262821192166744,0.992,0.972,1.47597503397204e-10,"1","UBA52"
"EPSTI1",1.54852332803032e-14,0.578928235997947,0.301,0.156,2.12364489206078e-10,"1","EPSTI1"
"REEP5",1.99877599606852e-14,0.501875127398103,0.403,0.231,2.74112140100837e-10,"1","REEP5"
"PARVG",2.13540889487562e-14,0.549501488339715,0.266,0.127,2.92849975843243e-10,"1","PARVG"
"YBX1",3.09737983722359e-14,0.476340476281649,0.863,0.808,4.24774670876843e-10,"1","YBX1"
"CASP4",3.77538918651265e-14,0.770059133928539,0.455,0.286,5.17756873038345e-10,"1","CASP4"
"ATP5E",4.47260394727726e-14,0.396318496299728,0.848,0.731,6.13372905329603e-10,"1","ATP5E"
"UQCRC1",4.5788123147168e-14,0.696973355657486,0.304,0.157,6.27938320840262e-10,"1","UQCRC1"
"COX5B",6.96717588515294e-14,0.654971426357581,0.628,0.476,9.55478500889875e-10,"1","COX5B"
"BLOC1S1",7.05352823352382e-14,0.403968688130757,0.459,0.28,9.67320861945456e-10,"1","BLOC1S1"
"GNB2",7.61533633196309e-14,0.497806517219336,0.399,0.237,1.04436722456542e-09,"1","GNB2"
"ZNHIT1",1.02025182965315e-13,0.615314781545741,0.405,0.246,1.39917335918633e-09,"1","ZNHIT1"
"RNF7",1.19491561823695e-13,0.488944706589618,0.385,0.222,1.63870727885015e-09,"1","RNF7"
"HMGB2",1.31150396440671e-13,0.516030671000102,0.459,0.293,1.79859653678736e-09,"1","HMGB2"
"VAMP5",1.99767935120673e-13,0.704757986905247,0.345,0.198,2.73961746224491e-09,"1","VAMP5"
"UBE2L6",2.05302458983296e-13,0.64801401266676,0.482,0.316,2.81551792249692e-09,"1","UBE2L6"
"CHMP4B",2.612852374569e-13,0.480635973834657,0.293,0.151,3.58326574648393e-09,"1","CHMP4B"
"C11orf31",2.87716562528909e-13,0.562801021884254,0.582,0.416,3.94574493852146e-09,"1","C11orf31"
"HSD17B11",2.91171593841808e-13,0.673283379518945,0.397,0.241,3.99312723794655e-09,"1","HSD17B11"
"IFI27L2",3.43070114623924e-13,0.566297774311608,0.277,0.139,4.70486355195249e-09,"1","IFI27L2"
"CD97",7.84017001987466e-13,0.533521226506518,0.347,0.198,1.07520091652561e-08,"1","CD97"
"EIF3K",1.02499381850286e-12,0.390212757360385,0.811,0.727,1.40567652269482e-08,"1","EIF3K"
"MCL1",1.02653006475336e-12,0.610973683719165,0.536,0.381,1.40778333080276e-08,"1","MCL1"
"ARF5",1.31648935632816e-12,0.503423349085601,0.43,0.269,1.80543350326844e-08,"1","ARF5"
"EIF4E2",1.46430668305244e-12,0.546922919147033,0.258,0.134,2.00815018513812e-08,"1","EIF4E2"
"MRPL23",2.2529441571027e-12,0.617707459665069,0.416,0.262,3.08968761705065e-08,"1","MRPL23"
"PRDX5",2.83574701535456e-12,0.531128274091368,0.484,0.325,3.88894345685724e-08,"1","PRDX5"
"MYADM",2.85401103630639e-12,0.809096241219907,0.297,0.166,3.91399073519058e-08,"1","MYADM"
"DOK2",3.66219851190571e-12,0.502108263887256,0.362,0.215,5.02233903922749e-08,"1","DOK2"
"LSMD1",4.14627281149148e-12,0.564794426529837,0.285,0.152,5.68619853367942e-08,"1","LSMD1"
"DUSP1",4.69227050051545e-12,0.42760089689834,0.944,0.879,6.43497976440689e-08,"1","DUSP1"
"PPT1",5.54737173629017e-12,0.716577068367317,0.308,0.167,7.60766559914834e-08,"1","PPT1"
"IFI35",5.62998320184708e-12,0.621072331935233,0.289,0.158,7.72095896301308e-08,"1","IFI35"
"PSMA7",6.04351422578687e-12,0.512635530268245,0.676,0.538,8.28807540924411e-08,"1","PSMA7"
"NDUFA13",6.8542663782589e-12,0.528702840261098,0.588,0.433,9.39994091114425e-08,"1","NDUFA13"
"GNAS",7.38278761043303e-12,0.456616313290565,0.428,0.271,1.01247549289479e-07,"1","GNAS"
"RNF181",1.09501749621827e-11,0.47716473560856,0.331,0.193,1.50170699431374e-07,"1","RNF181"
"GNG5",1.60047464204563e-11,0.568035761709444,0.412,0.267,2.19489092410137e-07,"1","GNG5"
"PPP4C",2.5719064053946e-11,0.509412388703298,0.416,0.264,3.52711244435815e-07,"1","PPP4C"
"VASP",2.66048240373612e-11,0.405735083052208,0.407,0.246,3.64858556848371e-07,"1","VASP"
"TGFB1",3.23294011223558e-11,0.655286274663675,0.308,0.176,4.43365406991987e-07,"1","TGFB1"
"PHPT1",3.39184395670256e-11,0.472620959359227,0.264,0.142,4.65157480222189e-07,"1","PHPT1"
"OAS1",4.22038966420537e-11,0.389503080030188,0.306,0.17,5.78784238549125e-07,"1","OAS1"
"ID2",5.66007021468362e-11,0.376707226999828,0.518,0.358,7.76222029241711e-07,"1","ID2"
"SNF8",6.05379565071853e-11,0.643370195116097,0.295,0.168,8.30217535539539e-07,"1","SNF8"
"NAAA",8.46364037490884e-11,0.580868706479081,0.281,0.159,1.160703641015e-06,"1","NAAA"
"C14orf2",1.04907149857114e-10,0.512831946129086,0.266,0.147,1.43869665314047e-06,"1","C14orf2"
"GMFG",1.05788345330794e-10,0.29382394999018,0.786,0.681,1.45078136786651e-06,"1","GMFG"
"NDUFB11",1.69558480253697e-10,0.443752934079879,0.53,0.38,2.32532499819921e-06,"1","NDUFB11"
"SNX3",1.90722031542826e-10,0.337235848312488,0.584,0.44,2.61556194057831e-06,"1","SNX3"
"MT-ND3",4.91962131822126e-10,0.45920415428727,0.312,0.183,6.74676867580863e-06,"1","MT-ND3"
"FIBP",1.09339941744464e-09,0.566264276985413,0.266,0.152,1.49948796108358e-05,"1","FIBP"
"CAST",1.18115018011281e-09,0.414637557067351,0.26,0.143,1.61982935700671e-05,"1","CAST"
"CLTB",1.40234655251768e-09,0.461696250009395,0.291,0.169,1.92317806212275e-05,"1","CLTB"
"SMS",1.68518373407574e-09,0.374671460981947,0.262,0.147,2.31106097291147e-05,"1","SMS"
"KLF6",1.83732630763736e-09,0.373531351945544,0.767,0.624,2.51970929829387e-05,"1","KLF6"
"DYNLL1",1.87184005209325e-09,0.339136463366197,0.455,0.314,2.56704144744069e-05,"1","DYNLL1"
"CYC1",2.7643429717316e-09,0.372302921969886,0.297,0.171,3.79101995143271e-05,"1","CYC1"
"ATP5I",2.77859976614162e-09,0.592820782525055,0.389,0.267,3.81057171928662e-05,"1","ATP5I"
"ANAPC11",2.83836877881679e-09,0.445070255582388,0.356,0.223,3.89253894326934e-05,"1","ANAPC11"
"SF3B5",4.28816503379975e-09,0.690990890000462,0.501,0.369,5.88078952735297e-05,"1","SF3B5"
"COX17",5.64293511003448e-09,0.435318177481329,0.285,0.172,7.73872120990128e-05,"1","COX17"
"COPE",5.858595431144e-09,0.497317077523207,0.559,0.411,8.03447777427088e-05,"1","COPE"
"SDHB",6.26670117970287e-09,0.876398864243782,0.314,0.195,8.59415399784451e-05,"1","SDHB"
"FLNA",7.40303689404903e-09,0.425851636111285,0.314,0.19,0.000101525247964988,"1","FLNA"
"LTA4H",8.31759615415653e-09,0.479602545877258,0.252,0.144,0.000114067513658103,"1","LTA4H"
"AHNAK",1.24248795222769e-08,0.450795929670145,0.378,0.252,0.000170394797768505,"1","AHNAK"
